From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER	KEGG	MEROPS	CAZy	Gene Ontology (biological process)	Gene Ontology (GO)	GeneID
P45819	P45819	reviewed	SPO74_YEAST	Sporulation-specific protein 74	SPO74 YGL170C G1654	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	413		10.1002/(sici)1097-0061(199609)12:10b%3c1033::aid-yea983%3e3.0.co;2-v; 10.1038/387s081; 10.1534/g3.113.008995; 10.1101/gr.6037607; 10.1128/ec.2.3.431-445.2003	3.0	Cytoplasm;Cytoskeleton;Reference proteome;Sporulation	KW-0963; KW-0206; KW-1185; KW-0749							sce:YGL170C;			ascospore formation [GO:0030437]	cytoplasm [GO:0005737]; meiotic spindle pole body [GO:0035974]; spindle pole body [GO:0005816]; structural molecule activity [GO:0005198]; ascospore formation [GO:0030437]	852705;
P45870	P45870	reviewed	RACA_BACSU	Chromosome-anchoring protein RacA	racA ywkC BSU37030	Bacillus subtilis (strain 168)	184	P37475; P37562	10.1099/00221287-143-10-3313; 10.1038/36786; 10.1126/science.1079914; 10.1046/j.1365-2958.2003.03643.x; 10.1016/j.molcel.2005.02.023	3.0	3D-structure;Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Reference proteome;Sporulation	KW-0002; KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-1185; KW-0749	PF13411;	cd04762;	IPR023522;IPR009061;IPR000551;		RacA family		bsu:BSU37030;			asymmetric cell division [GO:0008356]; chromosome condensation [GO:0030261]; chromosome segregation [GO:0007059]; regulation of DNA-templated transcription [GO:0006355]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; double-stranded DNA binding [GO:0003690]; asymmetric cell division [GO:0008356]; chromosome condensation [GO:0030261]; chromosome segregation [GO:0007059]; regulation of DNA-templated transcription [GO:0006355]; sporulation resulting in formation of a cellular spore [GO:0030435]	937043;
P49600	P49600	reviewed	SP2E_PRIMG	Stage II sporulation protein E (EC 3.1.3.16)	spoIIE	Priestia megaterium (Bacillus megaterium)	585		10.1046/j.1365-2958.1996.433963.x	3.0	Cell membrane;Hydrolase;Membrane;Protein phosphatase;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0378; KW-0472; KW-0904; KW-0749; KW-0812; KW-1133	PF07228;PF19732;		IPR052016;IPR036457;IPR001932;IPR014221;IPR045768;	TIGR02865;		PTHR43156:SF2;PTHR43156;				sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; calmodulin-dependent protein phosphatase activity [GO:0033192]; histone H2AXS140 phosphatase activity [GO:0140791]; MAP kinase serine/threonine phosphatase activity [GO:1990439]; myosin phosphatase activity [GO:0017018]; RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity [GO:0180006]; RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity [GO:0180007]; RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity [GO:0180008]; RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity [GO:0180005]; RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity [GO:0180004]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P52928	P52928	reviewed	SP0A_BACAN	Stage 0 sporulation protein A	spo0A BA_4394 GBAA_4394 BAS4076	Bacillus anthracis	264		10.1038/nature01586; 10.1128/jb.01347-08; 10.1111/j.1365-2958.1994.tb02176.x	3.0	Activator;Calcium;Cytoplasm;DNA-binding;Metal-binding;Phosphoprotein;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0106; KW-0963; KW-0238; KW-0479; KW-0597; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805; KW-0902	PF00072;PF08769;	cd17561;	IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR052048;IPR036388;	TIGR02875;		PTHR43228:SF5;PTHR43228;	ban:BA_4394;bar:GBAA_4394;bat:BAS4076;			detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; calcium ion binding [GO:0005509]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	45024055;
P52929	P52929	reviewed	SP0A_BREPA	Stage 0 sporulation protein A	spo0A	Brevibacillus parabrevis	212		10.1111/j.1365-2958.1994.tb02176.x	3.0	Activator;Calcium;Cytoplasm;DNA-binding;Metal-binding;Phosphoprotein;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0106; KW-0963; KW-0238; KW-0479; KW-0597; KW-0678; KW-0749; KW-0804; KW-0805; KW-0902	PF00072;PF08769;	cd17561;	IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR052048;IPR036388;	TIGR02875;		PTHR43228:SF5;PTHR43228;				detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; calcium ion binding [GO:0005509]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P52931	P52931	reviewed	SP0A_NIACI	Stage 0 sporulation protein A	spo0A	Niallia circulans (Bacillus circulans)	210		10.1111/j.1365-2958.1994.tb02176.x	3.0	Activator;Calcium;Cytoplasm;DNA-binding;Metal-binding;Phosphoprotein;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0106; KW-0963; KW-0238; KW-0479; KW-0597; KW-0678; KW-0749; KW-0804; KW-0805; KW-0902	PF00072;PF08769;	cd17561;	IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR052048;IPR036388;	TIGR02875;		PTHR43228:SF5;PTHR43228;				detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; calcium ion binding [GO:0005509]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P52932	P52932	reviewed	SP0A_PRIMG	Stage 0 sporulation protein A	spo0A	Priestia megaterium (Bacillus megaterium)	212		10.1111/j.1365-2958.1994.tb02176.x	3.0	Activator;Calcium;Cytoplasm;DNA-binding;Metal-binding;Phosphoprotein;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0106; KW-0963; KW-0238; KW-0479; KW-0597; KW-0678; KW-0749; KW-0804; KW-0805; KW-0902	PF00072;PF08769;	cd17561;	IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR052048;IPR036388;	TIGR02875;		PTHR43228:SF5;PTHR43228;				detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; calcium ion binding [GO:0005509]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P52933	P52933	reviewed	SP0A_BACPU	Stage 0 sporulation protein A	spo0A	Bacillus pumilus (Bacillus mesentericus)	191		10.1111/j.1365-2958.1994.tb02176.x	3.0	Activator;Calcium;Cytoplasm;DNA-binding;Phosphoprotein;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0106; KW-0963; KW-0238; KW-0597; KW-0678; KW-0749; KW-0804; KW-0805; KW-0902	PF00072;PF08769;		IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR036388;	TIGR02875;						detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; calcium ion binding [GO:0005509]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P52936	P52936	reviewed	SP0A_CLOB8	Stage 0 sporulation protein A homolog	spo0A Cbei_1712	Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) (Clostridium acetobutylicum)	273		10.1111/j.1365-2958.1994.tb02176.x	3.0	Activator;Calcium;Cytoplasm;DNA-binding;Metal-binding;Phosphoprotein;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0106; KW-0963; KW-0238; KW-0479; KW-0597; KW-0678; KW-0749; KW-0804; KW-0805; KW-0902	PF00072;PF08769;	cd17561;	IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR052048;IPR036388;	TIGR02875;		PTHR43228:SF5;PTHR43228;	cbe:Cbei_1712;			detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; calcium ion binding [GO:0005509]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; detection of stimulus [GO:0051606]; phosphorelay signal transduction system [GO:0000160]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P52938	P52938	reviewed	SP0A_CLODI	Stage 0 sporulation protein A homolog	spo0A	Clostridioides difficile (Peptoclostridium difficile)	274			3.0	Activator;Calcium;Cytoplasm;DNA-binding;Metal-binding;Phosphoprotein;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0106; KW-0963; KW-0238; KW-0479; KW-0597; KW-0678; KW-0749; KW-0804; KW-0805; KW-0902	PF00072;PF08769;	cd17561;	IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR039420;IPR036388;	TIGR02875;		PTHR48111;PTHR48111:SF1;				detection of stimulus [GO:0051606]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; calcium ion binding [GO:0005509]; DNA-binding transcription factor activity [GO:0003700]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; detection of stimulus [GO:0051606]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P52939	P52939	reviewed	SP0A_CLOIN	Stage 0 sporulation protein A homolog	spo0A	Clostridium innocuum	277		10.1111/j.1365-2958.1994.tb02176.x	3.0	Activator;Calcium;Cytoplasm;DNA-binding;Metal-binding;Phosphoprotein;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0106; KW-0963; KW-0238; KW-0479; KW-0597; KW-0678; KW-0749; KW-0804; KW-0805; KW-0902	PF00072;PF08769;		IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR039420;IPR036388;	TIGR02875;		PTHR48111;PTHR48111:SF1;				detection of stimulus [GO:0051606]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; calcium ion binding [GO:0005509]; DNA-binding transcription factor activity [GO:0003700]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; detection of stimulus [GO:0051606]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P52940	P52940	reviewed	SP0A_CLOPA	Stage 0 sporulation protein A homolog	spo0A	Clostridium pasteurianum	273		10.1111/j.1365-2958.1994.tb02176.x	3.0	Activator;Calcium;Cytoplasm;DNA-binding;Metal-binding;Phosphoprotein;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0106; KW-0963; KW-0238; KW-0479; KW-0597; KW-0678; KW-0749; KW-0804; KW-0805; KW-0902	PF00072;PF08769;	cd17561;	IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR039420;IPR036388;	TIGR02875;		PTHR48111;PTHR48111:SF1;				detection of stimulus [GO:0051606]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; calcium ion binding [GO:0005509]; DNA-binding transcription factor activity [GO:0003700]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; detection of stimulus [GO:0051606]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P52941	P52941	reviewed	SP0A_MOOTA	Stage 0 sporulation protein A homolog	spo0A Moth_1505	Moorella thermoacetica (strain ATCC 39073 / JCM 9320)	256		10.1111/j.1462-2920.2008.01679.x; 10.1111/j.1365-2958.1994.tb02176.x	3.0	Activator;Calcium;Cytoplasm;DNA-binding;Metal-binding;Phosphoprotein;Repressor;Sporulation;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0106; KW-0963; KW-0238; KW-0479; KW-0597; KW-0678; KW-0749; KW-0804; KW-0805; KW-0902	PF00072;PF08769;	cd17561;	IPR011006;IPR016032;IPR001789;IPR014879;IPR012052;IPR039420;IPR036388;	TIGR02875;		PTHR48111;PTHR48111:SF1;	mta:Moth_1505;			detection of stimulus [GO:0051606]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; calcium ion binding [GO:0005509]; DNA-binding transcription factor activity [GO:0003700]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; detection of stimulus [GO:0051606]; regulation of sporulation resulting in formation of a cellular spore [GO:0042173]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P52942	P52942	reviewed	SP0F_BACTK	Sporulation initiation phosphotransferase F (EC 2.7.-.-) (Stage 0 sporulation protein F)	spo0F	Bacillus thuringiensis subsp. kurstaki	122		10.1128/jb.176.10.2835-2845.1994	3.0	Cytoplasm;Kinase;Magnesium;Metal-binding;Phosphoprotein;Sporulation;Transferase;Two-component regulatory system	KW-0963; KW-0418; KW-0460; KW-0479; KW-0597; KW-0749; KW-0808; KW-0902	PF00072;		IPR050595;IPR011006;IPR001789;			PTHR44591:SF3;PTHR44591;				phosphorelay signal transduction system [GO:0000160]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; phosphorelay signal transduction system [GO:0000160]; sporulation resulting in formation of a cellular spore [GO:0030435]	
P55339	P55339	reviewed	ECSA_BACSU	ABC-type transporter ATP-binding protein EcsA	ecsA prsT yhaD BSU10040	Bacillus subtilis (strain 168)	247		10.1099/13500872-142-1-71; 10.1099/00221287-144-4-859; 10.1038/36786	3.0	ATP-binding;Competence;Nucleotide-binding;Reference proteome;Sporulation;Transport	KW-0067; KW-0178; KW-0547; KW-1185; KW-0749; KW-0813	PF00005;	cd03230;	IPR003593;IPR003439;IPR051782;IPR027417;		ABC transporter superfamily	PTHR42939;PTHR42939:SF5;	bsu:BSU10040;			establishment of competence for transformation [GO:0030420]; sporulation resulting in formation of a cellular spore [GO:0030435]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; establishment of competence for transformation [GO:0030420]; sporulation resulting in formation of a cellular spore [GO:0030435]	11238892;936293;
P55340	P55340	reviewed	ECSB_BACSU	Protein EcsB	ecsB prsT yhaC BSU10050	Bacillus subtilis (strain 168)	408		10.1099/13500872-142-1-71; 10.1099/00221287-144-4-859; 10.1038/36786; 10.1128/jb.186.12.3970-3979.2004	3.0	Cell membrane;Competence;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0178; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133; KW-0813	PF05975;		IPR010288;				bsu:BSU10050;			establishment of competence for transformation [GO:0030420]; sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; establishment of competence for transformation [GO:0030420]; sporulation resulting in formation of a cellular spore [GO:0030435]	939298;
P56953	P56953	reviewed	CR1CB_BACTG	Pesticidal crystal protein Cry1Cb (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIC(b))	cry1Cb cryIC(b)	Bacillus thuringiensis subsp. galleriae	1176		10.1128/aem.59.4.1131-1137.1993	3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003;PTHR37003:SF2;				sporulation resulting in formation of a cellular spore [GO:0030435]; symbiont-mediated killing of host cell [GO:0001907]	signaling receptor binding [GO:0005102]; toxin activity [GO:0090729]; sporulation resulting in formation of a cellular spore [GO:0030435]; symbiont-mediated killing of host cell [GO:0001907]	
P56955	P56955	reviewed	CR5AC_BACTU	Pesticidal crystal protein Cry5Ac (135 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVA(c))	cry5Ac cryVA(c)	Bacillus thuringiensis	1220			3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF03944;PF03945;	cd04085;	IPR041587;IPR008979;IPR005638;IPR005639;IPR036716;		Delta endotoxin family					sporulation resulting in formation of a cellular spore [GO:0030435]; symbiont-mediated killing of host cell [GO:0001907]	toxin activity [GO:0090729]; sporulation resulting in formation of a cellular spore [GO:0030435]; symbiont-mediated killing of host cell [GO:0001907]	
