From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER	KEGG	MEROPS	CAZy	Gene Ontology (biological process)	Gene Ontology (GO)	GeneID
BSU09780	O07544	reviewed	YHEC_BACSU	Endospore coat-associated protein YheC	yheC BSU09780	Bacillus subtilis (strain 168)	363		10.1099/00221287-144-4-859; 10.1038/36786	2.0	Membrane;Reference proteome;Sporulation	KW-0472; KW-1185; KW-0749	PF14398;		IPR013815;IPR026838;		YheC/YheD family		bsu:BSU09780;			sporulation resulting in formation of a cellular spore [GO:0030435]	membrane [GO:0016020]; ATP binding [GO:0005524]; catalytic activity [GO:0003824]; sporulation resulting in formation of a cellular spore [GO:0030435]	939293;
BSU10740	O06723	reviewed	YISJ_BACSU	Inner spore coat protein H-like protein	yisJ BSU10740	Bacillus subtilis (strain 168)	307		10.1099/00221287-143-10-3305; 10.1038/36786	1.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08757;		IPR014867;		CotH family	PTHR40050;PTHR40050:SF1;	bsu:BSU10740;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	939786;
BSU12050	O31649	reviewed	YJDH_BACSU	Uncharacterized protein YjdH	yjdH BSU12050	Bacillus subtilis (strain 168)	131		10.1038/36786; 10.1099/mic.0.027839-0	1.0	Reference proteome	KW-1185							bsu:BSU12050;					939819;
BSU13780	O31681	reviewed	YKVP_BACSU	Spore protein YkvP	ykvP BSU13780	Bacillus subtilis (strain 168)	399		10.1038/36786; 10.1093/oxfordjournals.jbchem.a022798	2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF13524;PF01476;	cd00118;	IPR018392;IPR036779;IPR055259;			PTHR33734;PTHR33734:SF22;	bsu:BSU13780;			sporulation resulting in formation of a cellular spore [GO:0030435]	spore wall [GO:0031160]; lytic endotransglycosylase activity [GO:0008932]; sporulation resulting in formation of a cellular spore [GO:0030435]	939278;
BSU19020	O34363	reviewed	YOBN_BACSU	Putative L-amino-acid oxidase YobN (EC 1.4.3.2)	yobN BSU19020	Bacillus subtilis (strain 168)	478		10.1038/36786	2.0	FAD;Flavoprotein;Oxidoreductase;Reference proteome	KW-0274; KW-0285; KW-0560; KW-1185	PF01593;		IPR002937;IPR036188;IPR001613;IPR050281;		Flavin monoamine oxidase family, FIG1 subfamily	PTHR10742:SF342;PTHR10742;	bsu:BSU19020;			amino acid catabolic process [GO:0009063]	cytoplasm [GO:0005737]; L-amino-acid oxidase activity [GO:0001716]; polyamine oxidase activity [GO:0046592]; amino acid catabolic process [GO:0009063]	939632;
BSU19610	O34654	reviewed	YODI_BACSU	Uncharacterized protein YodI	yodI yolA BSU19610	Bacillus subtilis (strain 168)	83		10.1093/dnares/5.3.195; 10.1038/36786	1.0	Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-0472; KW-1185; KW-0812; KW-1133							bsu:BSU19610;				membrane [GO:0016020]	940039;
BSU21970	P54164	reviewed	YPEP_BACSU	Uncharacterized protein YpeP	ypeP BSU21970	Bacillus subtilis (strain 168)	226		10.1099/13500872-142-11-3005; 10.1038/36786	2.0	Reference proteome	KW-1185	PF13456;	cd09279;	IPR012337;IPR002156;IPR036397;			PTHR46387;PTHR46387:SF2;	bsu:BSU21970;				nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523]	939073;
BSU25120	P54477	reviewed	YQFT_BACSU	Uncharacterized protein YqfT	yqfT BSU25120	Bacillus subtilis (strain 168)	84		10.1099/13500872-142-11-3103; 10.1038/36786	1.0	Reference proteome	KW-1185	PF11116;		IPR020277;				bsu:BSU25120;					937909;
BSU36210	P96720	reviewed	YWQH_BACSU	Protein YwqH	ywqH BSU36210	Bacillus subtilis (strain 168)	140		10.1099/00221287-143-10-3313; 10.1038/36786; 10.1371/journal.pgen.1009682	2.0	Coiled coil;Reference proteome	KW-0175; KW-1185	PF16888;		IPR031681;				bsu:BSU36210;					937905;
BSU12490	O34423	reviewed	YJQC_BACSU	Uncharacterized protein YjqC	yjqC BSU12490	Bacillus subtilis (strain 168)	278		10.1038/36786; 10.1099/mic.0.027839-0	1.0	Reference proteome	KW-1185	PF05067;	cd01051;	IPR012347;IPR009078;IPR007760;IPR027407;IPR039377;		Manganese catalase family		bsu:BSU12490;					939414;
BSU23930	P54540	reviewed	YQJC_BACSU	Uncharacterized protein YqjC	yqjC BSU23930	Bacillus subtilis (strain 168)	140		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0	2.0	Lyase;Metal-binding;Reference proteome	KW-0456; KW-0479; KW-1185	PF13669;	cd07249;	IPR029068;IPR018146;IPR017515;IPR051785;IPR037523;	TIGR03081;	Methylmalonyl-CoA epimerase family	PTHR43048;PTHR43048:SF3;	bsu:BSU23930;			L-methylmalonyl-CoA metabolic process [GO:0046491]	lactoylglutathione lyase activity [GO:0004462]; metal ion binding [GO:0046872]; methylmalonyl-CoA epimerase activity [GO:0004493]; L-methylmalonyl-CoA metabolic process [GO:0046491]	938689;
BSU38390	P39584	reviewed	YWBA_BACSU	Putative permease IIC component YwbA (Putative PTS system EIIC component)	ywbA BSU38390 ipa-16d	Bacillus subtilis (strain 168)	444		10.1111/j.1365-2958.1993.tb01963.x; 10.1038/36786	2.0	Cell membrane;Membrane;Reference proteome;Sugar transport;Transferase;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0472; KW-1185; KW-0762; KW-0808; KW-0812; KW-1133; KW-0813	PF02378;		IPR003352;IPR004501;IPR004796;IPR051088;	TIGR00359;TIGR00410;		PTHR33989;PTHR33989:SF11;	bsu:BSU38390;			carbohydrate derivative transport [GO:1901264]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	plasma membrane [GO:0005886]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; carbohydrate derivative transport [GO:1901264]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	937331;
BSU31420	O05235	reviewed	YUGF_BACSU	Uncharacterized hydrolase YugF (EC 3.1.-.-)	yugF BSU31420	Bacillus subtilis (strain 168)	273		10.1099/00221287-143-8-2769; 10.1038/36786	2.0	Hydrolase;Reference proteome;Serine esterase	KW-0378; KW-1185; KW-0719	PF00561;		IPR000073;IPR029058;IPR000639;		DmpD/TodF/XylF esterase family	PTHR46438;PTHR46438:SF11;	bsu:BSU31420;				carboxylic ester hydrolase activity [GO:0052689]	937169;
BSU12430	Q00828	reviewed	RAPA_BACSU	Response regulator aspartate phosphatase A (EC 3.1.3.-) (Glucose starvation-inducible protein A) (Protein-aspartate phosphatase RapA) (Stage 0 sporulation protein L)	rapA gsiAA spo0L BSU12430	Bacillus subtilis (strain 168)	378		10.1128/jb.174.13.4361-4373.1992; 10.1038/36786; 10.1099/00221287-144-4-877; 10.1128/jb.174.13.4374-4383.1992; 10.1016/0092-8674(94)90035-3; 10.1073/pnas.93.4.1549; 10.1073/pnas.94.16.8612; 10.1074/jbc.m201086200; 10.1128/jb.06747-11	5.0	Cytoplasm;Hydrolase;Manganese;Protein phosphatase;Reference proteome;Repeat;Sporulation;TPR repeat	KW-0963; KW-0378; KW-0464; KW-0904; KW-1185; KW-0677; KW-0749; KW-0802	PF18801;PF13424;		IPR051476;IPR011990;IPR019734;		Rap family	PTHR46630;PTHR46630:SF1;	bsu:BSU12430;			sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; phosphoprotein phosphatase activity [GO:0004721]; sporulation resulting in formation of a cellular spore [GO:0030435]	939417;
BSU25840	O32025	reviewed	PHRE_BACSU	Phosphatase RapE inhibitor (Phosphatase regulator E)	phrE BSU25840	Bacillus subtilis (strain 168)	44		10.1038/36786; 10.1128/jb.182.2.303-310.2000; 10.1128/jb.185.16.4861-4871.2003	3.0	3D-structure;Cytoplasm;Reference proteome;Secreted;Sporulation	KW-0002; KW-0963; KW-1185; KW-0964; KW-0749					Phr family		bsu:BSU25840;			sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; sporulation resulting in formation of a cellular spore [GO:0030435]	937784;
BSU12440	Q00829	reviewed	PHRA_BACSU	Phosphatase RapA inhibitor (Phosphatase regulator A)	phrA gsiAB BSU12440	Bacillus subtilis (strain 168)	44		10.1128/jb.174.13.4361-4373.1992; 10.1038/36786; 10.1073/pnas.93.4.1549; 10.1016/s0092-8674(00)80277-9; 10.1073/pnas.94.16.8612; 10.1016/s0196-9781(01)00491-0; 10.1128/jb.185.16.4861-4871.2003; 10.1111/j.1365-2958.2007.05869.x; 10.1074/jbc.m201086200; 10.1128/jb.06747-11	5.0	Cytoplasm;Reference proteome;Secreted;Sporulation	KW-0963; KW-1185; KW-0964; KW-0749			IPR053668;	NF033799;	Phr family		bsu:BSU12440;			sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; sporulation resulting in formation of a cellular spore [GO:0030435]	939413;
BSU14569	C0H409	reviewed	YKZV_BACSU	Uncharacterized membrane protein YkzV	ykzV BSU14569	Bacillus subtilis (strain 168)	52		10.1038/36786	1.0	Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-0472; KW-1185; KW-0812; KW-1133	PF09680;		IPR010070;	TIGR01732;	SscA family		bsu:BSU14569;				membrane [GO:0016020]	8303091;
BSU25730	P54448	reviewed	YQEC_BACSU	Putative 6-phosphogluconate dehydrogenase YqeC (EC 1.1.1.-)	yqeC BSU25730	Bacillus subtilis (strain 168)	297		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1128/jb.186.14.4528-4534.2004	3.0	Gluconate utilization;NAD;Oxidoreductase;Reference proteome	KW-0311; KW-0520; KW-0560; KW-1185	PF00393;PF03446;		IPR008927;IPR004849;IPR013328;IPR006114;IPR006115;IPR006184;IPR036291;IPR006183;	TIGR00872;	6-phosphogluconate dehydrogenase family	PTHR11811;	bsu:BSU25730;			D-gluconate metabolic process [GO:0019521]; organic acid catabolic process [GO:0016054]; pentose-phosphate shunt [GO:0006098]	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]; D-gluconate metabolic process [GO:0019521]; organic acid catabolic process [GO:0016054]; pentose-phosphate shunt [GO:0006098]	937809;
BSU18200	O31824	reviewed	NRNB_BACSU	Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)	nrnB yngD BSU18200	Bacillus subtilis (strain 168)	399		10.1038/36786; 10.1093/nar/gkp527	3.0	Cytoplasm;Exonuclease;Hydrolase;Nuclease;Reference proteome	KW-0963; KW-0269; KW-0378; KW-0540; KW-1185			IPR038763;IPR052968;			PTHR42146;PTHR42146:SF1;	bsu:BSU18200;				cytoplasm [GO:0005737]; exonuclease activity [GO:0004527]	936020;
BSU31319	C0H3Q4	reviewed	YUZI_BACSU	Uncharacterized membrane protein YuzI	yuzI BSU31319	Bacillus subtilis (strain 168)	87		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133							bsu:BSU31319;				plasma membrane [GO:0005886]	8303062;
BSU11139	C0H3Y5	reviewed	YIZC_BACSU	Uncharacterized protein YizC	yizC BSU11139	Bacillus subtilis (strain 168)	65		10.1038/36786	1.0	Reference proteome	KW-1185	PF12758;		IPR024217;				bsu:BSU11139;					8303093;
BSU18620	C0SPC0	reviewed	YOAI_BACSU	Probable 4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.14.9) (4-hydroxyphenylacetate 3-hydroxylase) (4-HPA 3-hydroxylase)	yoaI BSU18620	Bacillus subtilis (strain 168)	483		10.1038/36786; 10.1099/mic.0.027839-0	3.0	Aromatic hydrocarbons catabolism;FAD;Flavoprotein;Monooxygenase;Oxidoreductase;Reference proteome	KW-0058; KW-0274; KW-0285; KW-0503; KW-0560; KW-1185	PF03241;PF11794;		IPR046373;IPR036250;IPR009100;IPR004925;IPR024719;IPR024674;IPR012687;	TIGR02309;	FADH(2)-utilizing monooxygenase family	PTHR36117;PTHR36117:SF3;	bsu:BSU18620;			phenylacetate catabolic process [GO:0010124]	4-hydroxyphenylacetate 3-monooxygenase activity [GO:0052881]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]; phenylacetate catabolic process [GO:0010124]	940107;
BSU40430	P37479	reviewed	YYCE_BACSU	Uncharacterized protein YycE	yycE BSU40430	Bacillus subtilis (strain 168)	139		10.1128/jb.174.6.1883-1890.1992; 10.1093/dnares/1.1.1; 10.1038/36786	1.0	3D-structure;Reference proteome	KW-0002; KW-1185	PF22659;PF22658;	cd06587;	IPR029068;IPR037523;				bsu:BSU40430;					937806;
BSU05520	O31496	reviewed	YDZH_BACSU	Uncharacterized protein YdzH	ydzH BSU05520	Bacillus subtilis (strain 168)	78		10.1038/36786	1.0	Reference proteome	KW-1185	PF10676;		IPR019618;				bsu:BSU05520;					938074;
BSU05529	C0H3W2	reviewed	YDZR_BACSU	Spore germination protein-like protein YdzR	ydzR BSU05529	Bacillus subtilis (strain 168)	76		10.1038/36786	1.0	Reference proteome	KW-1185	PF10676;		IPR019618;		GerPA/GerPF family	PTHR37808:SF1;PTHR37808;	bsu:BSU05529;					8303211;
BSU06559	C0H3X3	reviewed	YEZF_BACSU	Uncharacterized membrane protein YezF	yezF BSU06559	Bacillus subtilis (strain 168)	75		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF11127;		IPR021309;				bsu:BSU06559;				plasma membrane [GO:0005886]	8302929;
BSU36480	P94574	reviewed	YWOD_BACSU	Uncharacterized MFS-type transporter YwoD	ywoD BSU36480	Bacillus subtilis (strain 168)	452		10.1099/00221287-143-10-3313; 10.1038/36786	2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133; KW-0813	PF07690;	cd17321;	IPR011701;IPR020846;IPR036259;		Major facilitator superfamily	PTHR42718;PTHR42718:SF9;	bsu:BSU36480;			transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085]	938533;
BSU07130	P39130	reviewed	LPLD_BACSU	Alpha-galacturonidase (EC 3.2.1.67)	lplD BSU07130	Bacillus subtilis (strain 168)	446		10.1038/36786; 10.1016/j.febslet.2013.02.004	4.0	3D-structure;Carbohydrate metabolism;Glycosidase;Hydrolase;Manganese;Metal-binding;NAD;Reference proteome	KW-0002; KW-0119; KW-0326; KW-0378; KW-0464; KW-0479; KW-0520; KW-1185	PF02056;PF11975;	cd05297;	IPR053715;IPR019802;IPR001088;IPR022616;IPR015955;IPR036291;		Glycosyl hydrolase 4 family	PTHR32092;PTHR32092:SF2;	bsu:BSU07130;		GH4;	carbohydrate metabolic process [GO:0005975]	galacturan 1,4-alpha-galacturonidase activity [GO:0047911]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; carbohydrate metabolic process [GO:0005975]	938770;
BSU07250	O08394	reviewed	CYPD_BACSU	Bifunctional cytochrome P450/NADPH--P450 reductase 1 (CYP102A2) (Fatty acid hydroxylase CypD) (Flavocytochrome P450 102A2) [Includes: Cytochrome P450 102A2 (EC 1.14.14.1); NADPH--cytochrome P450 reductase (EC 1.6.2.4)]	cypD cyp102A2 yetO yfnJ BSU07250	Bacillus subtilis (strain 168)	1061		10.1099/00221287-143-9-2939; 10.1038/36786; 10.1007/s00253-004-1719-y; 10.1021/bi035904m; 10.1016/j.bioeng.2004.11.003; 10.4061/2010/125429	5.0	Cytoplasm;Electron transport;FAD;Flavoprotein;FMN;Heme;Iron;Metal-binding;Monooxygenase;Multifunctional enzyme;NADP;Oxidoreductase;Reference proteome;Transport	KW-0963; KW-0249; KW-0274; KW-0285; KW-0288; KW-0349; KW-0408; KW-0479; KW-0503; KW-0511; KW-0521; KW-0560; KW-1185; KW-0813	PF00667;PF00258;PF00175;PF00067;	cd06206;cd11068;	IPR023206;IPR003097;IPR001128;IPR017972;IPR036396;IPR017927;IPR001094;IPR008254;IPR001709;IPR029039;IPR039261;IPR023173;IPR001433;IPR017938;		Cytochrome P450 family	PTHR19384:SF17;PTHR19384;	bsu:BSU07250;			fatty acid oxidation [GO:0019395]	cytosol [GO:0005829]; aromatase activity [GO:0070330]; fatty acid binding [GO:0005504]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; NADPH-hemoprotein reductase activity [GO:0003958]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; fatty acid oxidation [GO:0019395]	938784;
BSU08770	O31586	reviewed	YGZA_BACSU	Uncharacterized protein YgzA	ygzA BSU08770	Bacillus subtilis (strain 168)	67		10.1038/36786; 10.1099/mic.0.027839-0	1.0	Reference proteome	KW-1185							bsu:BSU08770;					936205;
BSU08779	C0H3X8	reviewed	YGZC_BACSU	Spore coat protein F-like protein YgzC	ygzC BSU08779	Bacillus subtilis (strain 168)	90		10.1038/36786	1.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF07875;		IPR012851;		CotF family	PTHR39183;PTHR39183:SF1;	bsu:BSU08779;			sporulation resulting in formation of a cellular spore [GO:0030435]	sporulation resulting in formation of a cellular spore [GO:0030435]	8302962;
BSU10009	C0H3Y3	reviewed	YHZF_BACSU	Uncharacterized membrane protein YhzF	yhzF BSU10009	Bacillus subtilis (strain 168)	63		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133							bsu:BSU10009;				plasma membrane [GO:0005886]	8303073;
BSU11260	O34585	reviewed	YJZC_BACSU	Uncharacterized protein YjzC	yjzC BSU11260	Bacillus subtilis (strain 168)	59		10.1038/36786	1.0	Reference proteome	KW-1185	PF14168;		IPR025549;				bsu:BSU11260;					86874397;936385;
BSU11280	O35001	reviewed	YJAU_BACSU	Uncharacterized protein YjaU	yjaU BSU11280	Bacillus subtilis (strain 168)	244		10.1128/jb.179.20.6244-6253.1997; 10.1038/36786	1.0	Reference proteome	KW-1185			IPR029058;				bsu:BSU11280;					936395;
BSU11549	C0H3Y6	reviewed	YIZD_BACSU	Uncharacterized membrane protein YizD	yizD BSU11549	Bacillus subtilis (strain 168)	55		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133							bsu:BSU11549;				plasma membrane [GO:0005886]	8303008;
BSU11809	C0H3Y8	reviewed	YJCZ_BACSU	Sporulation protein YjcZ	yjcZ BSU11809	Bacillus subtilis (strain 168)	49		10.1038/36786; 10.1099/mic.0.26432-0	2.0	Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF09680;		IPR010070;	TIGR01732;	SscA family		bsu:BSU11809;			sporulation resulting in formation of a cellular spore [GO:0030435]	membrane [GO:0016020]; sporulation resulting in formation of a cellular spore [GO:0030435]	8303203;
BSU13390	O34755	reviewed	YKOT_BACSU	Uncharacterized glycosyltransferase YkoT (EC 2.4.-.-)	ykoT BSU13390	Bacillus subtilis (strain 168)	337	P71012; O31501	10.1038/36786	2.0	Cell membrane;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	KW-1003; KW-0328; KW-0472; KW-1185; KW-0808; KW-0812; KW-1133	PF00535;	cd04187;	IPR001173;IPR050256;IPR029044;		Glycosyltransferase 2 family	PTHR48090:SF1;PTHR48090;	bsu:BSU13390;		GT2;		plasma membrane [GO:0005886]; glycosyltransferase activity [GO:0016757]	939378;
BSU13509	C0H402	reviewed	YKZP_BACSU	Uncharacterized protein YkzP	ykzP BSU13509	Bacillus subtilis (strain 168)	51		10.1038/36786	1.0	Reference proteome	KW-1185							bsu:BSU13509;					
BSU14810	O07635	reviewed	PHOH2_BACSU	Protein PhoH2 (EC 3.1.-.-) (EC 5.6.2.5) (Protein YlaK) (RNA 5'-3' helicase PhoH2)	ylaK BSU14810	Bacillus subtilis (strain 168)	442		10.1038/36786	3.0	ATP-binding;GTP-binding;Helicase;Hydrolase;Isomerase;Magnesium;Metal-binding;Nuclease;Nucleotide-binding;Reference proteome	KW-0067; KW-0342; KW-0347; KW-0378; KW-0413; KW-0460; KW-0479; KW-0540; KW-0547; KW-1185	PF02562;PF13638;	cd09883;	IPR027417;IPR003714;IPR051451;IPR029060;IPR002716;		PINc/VapC protein family; PhoH family	PTHR30473:SF2;PTHR30473;	bsu:BSU14810;				cytosol [GO:0005829]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; helicase activity [GO:0004386]; isomerase activity [GO:0016853]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	935933;
BSU14830	O07637	reviewed	GLSA2_BACSU	Glutaminase 2 (EC 3.5.1.2)	glsA2 ylaM BSU14830	Bacillus subtilis (strain 168)	309		10.1038/36786; 10.1021/bi800097h	3.0	Hydrolase;Reference proteome	KW-0378; KW-1185	PF04960;		IPR012338;IPR015868;	TIGR03814;	Glutaminase family	PTHR12544;PTHR12544:SF29;	bsu:BSU14830;			glutamate biosynthetic process [GO:0006537]; glutamine catabolic process [GO:0006543]	glutaminase activity [GO:0004359]; glutamate biosynthetic process [GO:0006537]; glutamine catabolic process [GO:0006543]	939852;
BSU19639	C0H432	reviewed	YOYE_BACSU	Uncharacterized protein YoyE	yoyE BSU19639	Bacillus subtilis (strain 168)	41		10.1038/36786	1.0	Reference proteome	KW-1185							bsu:BSU19639;					8303105;86873503;
BSU16825	O31762	reviewed	BBEX_BACSU	Bacillibactin exporter	ymfD ymfE BSU16825 BSU16820 BSU16830	Bacillus subtilis (strain 168)	402		10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.00464-08	2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133; KW-0813	PF07690;	cd17474;	IPR011701;IPR020846;IPR050189;IPR036259;IPR001958;		Major facilitator superfamily	PTHR43124:SF3;PTHR43124;	bsu:BSU16825;			transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085]	939662;
