gene	scaffold	scaffold.noperiod	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048788.1_72	NC_048788.1	NC_048788	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048792.1_127	NC_048792.1	NC_048792	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048792.1_197	NC_048792.1	NC_048792	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048792.1_258	NC_048792.1	NC_048792							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048794.1_102	NC_048794.1	NC_048794							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048795.1_99	NC_048795.1	NC_048795							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048796.1_69	NC_048796.1	NC_048796							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048797.1_40	NC_048797.1	NC_048797							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048797.1_173	NC_048797.1	NC_048797	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048797.1_203	NC_048797.1	NC_048797	K03091	sigH;RNA polymerase sigma-H factor	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048797.1_203	NC_048797.1	NC_048797	K03091	sigE;RNA polymerase sigma-E factor	MISC	Sigma factors and their control	Sigma factors	Regulation of gene expression	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048797.1_203	NC_048797.1	NC_048797	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048797.1_203	NC_048797.1	NC_048797	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048800.1_35	NC_048800.1	NC_048800							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_30	NC_048802.1	NC_048802	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_36	NC_048802.1	NC_048802							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_39	NC_048802.1	NC_048802							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_49	NC_048802.1	NC_048802							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_73	NC_048802.1	NC_048802							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_74	NC_048802.1	NC_048802							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_158	NC_048802.1	NC_048802							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_200	NC_048802.1	NC_048802							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048804.1_36	NC_048804.1	NC_048804							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048804.1_40	NC_048804.1	NC_048804							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048804.1_50	NC_048804.1	NC_048804							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048804.1_74	NC_048804.1	NC_048804							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048804.1_75	NC_048804.1	NC_048804							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048804.1_159	NC_048804.1	NC_048804							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048804.1_200	NC_048804.1	NC_048804							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048807.1_74	NC_048807.1	NC_048807	GH48	"GH48 reducing end-acting cellobiohydrolase (EC 3.2.1.176); endo-beta-1,4-glucanase (EC 3.2.1.4); chitinase (EC 3.2.1.14)"	carbon utilization	CAZY	"Crystalline Cellulose Backbone Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose)"	Glycoside Hydrolases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048807.1_75	NC_048807.1	NC_048807	GH5	"GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146);"	carbon utilization	CAZY	"Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose), Beta-mannan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Chitin Oligo Cleavage"	Glycoside Hydrolases	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048807.1_120	NC_048807.1	NC_048807							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048807.1_168	NC_048807.1	NC_048807							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048808.1_1	NC_048808.1	NC_048808							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048809.1_77	NC_048809.1	NC_048809							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048811.1_101	NC_048811.1	NC_048811							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048812.1_72	NC_048812.1	NC_048812							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048813.1_69	NC_048813.1	NC_048813							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048814.1_64	NC_048814.1	NC_048814							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048815.1_70	NC_048815.1	NC_048815							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048818.1_102	NC_048818.1	NC_048818							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048819.1_39	NC_048819.1	NC_048819							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048820.1_83	NC_048820.1	NC_048820							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048826.1_71	NC_048826.1	NC_048826							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048827.1_100	NC_048827.1	NC_048827							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048827.1_131	NC_048827.1	NC_048827							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048827.1_134	NC_048827.1	NC_048827	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	"Nucleotide sugar biosynthesis, eukaryotes"	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048827.1_134	NC_048827.1	NC_048827	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P"	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048827.1_135	NC_048827.1	NC_048827	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	"Nucleotide sugar biosynthesis, eukaryotes"	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048827.1_135	NC_048827.1	NC_048827	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048827.1_135	NC_048827.1	NC_048827	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048827.1_135	NC_048827.1	NC_048827	K00012	ugd;UDP-glucose 6-dehydrogenase YwqF	MISC	Phosphorylation on a Tyr residue		Phosphoproteins	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048827.1_149	NC_048827.1	NC_048827	K03086	sigA;RNA polymerase sigma factor RpoD	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048828.1_38	NC_048828.1	NC_048828							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048828.1_86	NC_048828.1	NC_048828							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048828.1_130	NC_048828.1	NC_048828	GH5	"GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146);"	carbon utilization	CAZY	"Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose), Beta-mannan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Chitin Oligo Cleavage"	Glycoside Hydrolases	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048828.1_131	NC_048828.1	NC_048828	GH48	"GH48 reducing end-acting cellobiohydrolase (EC 3.2.1.176); endo-beta-1,4-glucanase (EC 3.2.1.4); chitinase (EC 3.2.1.14)"	carbon utilization	CAZY	"Crystalline Cellulose Backbone Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose)"	Glycoside Hydrolases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048829.1_48	NC_048829.1	NC_048829	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048829.1_48	NC_048829.1	NC_048829	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048830.1_47	NC_048830.1	NC_048830	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048830.1_47	NC_048830.1	NC_048830	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048833.1_6	NC_048833.1	NC_048833	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048842.1_6	NC_048842.1	NC_048842	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048844.1_4	NC_048844.1	NC_048844	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048845.1_30	NC_048845.1	NC_048845							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048846.1_2	NC_048846.1	NC_048846							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048847.1_36	NC_048847.1	NC_048847							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048847.1_146	NC_048847.1	NC_048847							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048848.1_43	NC_048848.1	NC_048848							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048849.1_149	NC_048849.1	NC_048849							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048851.1_88	NC_048851.1	NC_048851							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048852.1_97	NC_048852.1	NC_048852							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048853.1_95	NC_048853.1	NC_048853							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048855.1_98	NC_048855.1	NC_048855							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048856.1_78	NC_048856.1	NC_048856							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048857.1_78	NC_048857.1	NC_048857							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048861.1_65	NC_048861.1	NC_048861	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048865.1_81	NC_048865.1	NC_048865							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048866.1_71	NC_048866.1	NC_048866							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048867.1_74	NC_048867.1	NC_048867							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048868.1_77	NC_048868.1	NC_048868							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048868.1_102	NC_048868.1	NC_048868							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048869.1_75	NC_048869.1	NC_048869							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048870.1_77	NC_048870.1	NC_048870							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048871.1_73	NC_048871.1	NC_048871							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048872.1_79	NC_048872.1	NC_048872							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048873.1_95	NC_048873.1	NC_048873							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048873.1_143	NC_048873.1	NC_048873							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048892.1_2	NC_048892.1	NC_048892	K03496	parA;sporulation initiation inhibitor protein Soj	MISC	Sporulation/ other		Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048892.1_6	NC_048892.1	NC_048892	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other		Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048892.1_27	NC_048892.1	NC_048892	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049340.1_140	NC_049340.1	NC_049340							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049342.1_43	NC_049342.1	NC_049342	K03664	smpB;SsrA-binding protein	MISC	Translation	Translation/ other	"Protein synthesis, modification and degradation"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049343.1_37	NC_049343.1	NC_049343							1	MKTF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049350.1_25	NC_049350.1	NC_049350	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049350.1_25	NC_049350.1	NC_049350	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049372.1_16	NC_049372.1	NC_049372							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049378.1_166	NC_049378.1	NC_049378							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049378.1_214	NC_049378.1	NC_049378							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049379.1_15	NC_049379.1	NC_049379							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049379.1_34	NC_049379.1	NC_049379	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049380.1_78	NC_049380.1	NC_049380	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049380.1_78	NC_049380.1	NC_049380	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049382.1_6	NC_049382.1	NC_049382							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049382.1_166	NC_049382.1	NC_049382							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049383.1_24	NC_049383.1	NC_049383	K00939	adenylate kinase [EC:2.7.4.3] [RN:R00127]	MISC	Information systems	Nucleotide	"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP"	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049383.1_186	NC_049383.1	NC_049383	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049383.1_186	NC_049383.1	NC_049383	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049384.1_30	NC_049384.1	NC_049384							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049384.1_151	NC_049384.1	NC_049384							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049384.1_193	NC_049384.1	NC_049384							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_049387.1_38	NC_049387.1	NC_049387	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MF
