Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Virus hosts	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER
Q5KVB2	reviewed	RACA_GEOKA	Chromosome-anchoring protein RacA	racA GK3089	Geobacillus kaustophilus (strain HTA426)	172		10.1093/nar/gkh970		2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Reference proteome;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-1185; KW-0749	PF13411;	cd04762;	IPR023522;IPR009061;IPR000551;		RacA family	
Q5KVD7	reviewed	WHIA_GEOKA	Probable cell division protein WhiA	whiA GK3064	Geobacillus kaustophilus (strain HTA426)	320		10.1093/nar/gkh970		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q5KY22	reviewed	SSPH1_GEOKA	Small, acid-soluble spore protein H 1 (SASP H 1)	sspH1 GK2129	Geobacillus kaustophilus (strain HTA426)	60		10.1093/nar/gkh970		2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08141;		IPR012610;	TIGR02861;	SspH family	
Q5KZP1	reviewed	SSPN_GEOKA	Small, acid-soluble spore protein N (SASP N)	sspN GK1560	Geobacillus kaustophilus (strain HTA426)	47		10.1093/nar/gkh970		2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08177;		IPR012612;		SspN family	
Q5KZT7	reviewed	SSPH2_GEOKA	Small, acid-soluble spore protein H 2 (SASP H 2)	sspH2 GK1514	Geobacillus kaustophilus (strain HTA426)	59		10.1093/nar/gkh970		2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08141;		IPR012610;	TIGR02861;	SspH family	
Q5L0A5	reviewed	SSPO_GEOKA	Small, acid-soluble spore protein O (SASP O)	sspO GK1346	Geobacillus kaustophilus (strain HTA426)	49		10.1093/nar/gkh970		2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08175;		IPR012613;	TIGR02864;	SspO family	
Q5L0A7	reviewed	SSPP_GEOKA	Small, acid-soluble spore protein P (SASP P)	sspP GK1344	Geobacillus kaustophilus (strain HTA426)	48		10.1093/nar/gkh970		2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08179;		IPR012614;		SspP family	
Q5L293	reviewed	HPR_GEOKA	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr GK0652	Geobacillus kaustophilus (strain HTA426)	201		10.1093/nar/gkh970		2.0	DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805	PF01047;		IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;			PTHR33164:SF58;PTHR33164;
Q5L2U0	reviewed	SSPK_GEOKA	Small, acid-soluble spore protein K (SASP K)	sspK GK0455	Geobacillus kaustophilus (strain HTA426)	53		10.1093/nar/gkh970		2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08176;		IPR012611;	TIGR03091;	SspK family	
Q5M056	reviewed	WHIA_STRT1	Probable cell division protein WhiA	whiA str0833	Streptococcus thermophilus (strain CNRZ 1066)	303		10.1038/nbt1034		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q5M4R7	reviewed	WHIA_STRT2	Probable cell division protein WhiA	whiA stu0833	Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311)	303		10.1038/nbt1034		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q5WAC9	reviewed	SP5G_SHOC1	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG ABC0077	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	98				2.0	Cell cycle;Cell division;Reference proteome;Septation;Sporulation	KW-0131; KW-0132; KW-1185; KW-0717; KW-0749	PF04026;		IPR007170;IPR036751;		SpoVG family	PTHR38429;PTHR38429:SF1;
Q5WAG6	reviewed	NOC_SHOC1	Nucleoid occlusion protein (Noc)	noc ABC4114	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	283				2.0	Cell cycle;Cell division;Cytoplasm;DNA-binding;Reference proteome;Septation	KW-0131; KW-0132; KW-0963; KW-0238; KW-1185; KW-0717	PF17762;PF02195;	cd16393;	IPR050336;IPR041468;IPR023705;IPR004437;IPR003115;IPR036086;	TIGR04285;TIGR00180;	ParB family	PTHR33375;PTHR33375:SF8;
Q5WD36	reviewed	TLP_SHOC1	Small, acid-soluble spore protein Tlp	tlp ABC3190	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	76				2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF19824;		IPR017524;	TIGR03090;	Tlp family	
Q5WDJ2	reviewed	WHIA_SHOC1	Probable cell division protein WhiA	whiA ABC3034	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	324				2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q5WGB8	reviewed	RACA_SHOC1	Chromosome-anchoring protein RacA	racA ABC2052	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	171				2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Reference proteome;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-1185; KW-0749	PF13411;	cd04762;	IPR023522;IPR009061;IPR000551;		RacA family	
Q5WHU1	reviewed	HPR_SHOC1	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr ABC1529	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	196				2.0	DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805	PF01047;		IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;			PTHR33164:SF58;PTHR33164;
Q5WIG0	reviewed	SSPK_SHOC1	Small, acid-soluble spore protein K (SASP K)	sspK ABC1307	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	51				2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08176;		IPR012611;	TIGR03091;	SspK family	
Q5XD17	reviewed	WHIA_STRP6	Probable cell division protein WhiA	whiA M6_Spy0561	Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394)	303		10.1086/422697		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q5YTQ2	reviewed	WHIA_NOCFA	Probable cell division protein WhiA	whiA NFA_35910	Nocardia farcinica (strain IFM 10152)	327		10.1073/pnas.0406410101		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q630C1	reviewed	NOC_BACCZ	Nucleoid occlusion protein (Noc)	noc BCE33L5178	Bacillus cereus (strain ZK / E33L)	290		10.1128/jb.188.9.3382-3390.2006		2.0	Cell cycle;Cell division;Cytoplasm;DNA-binding;Septation	KW-0131; KW-0132; KW-0963; KW-0238; KW-0717	PF17762;PF02195;	cd16393;	IPR050336;IPR041468;IPR023705;IPR004437;IPR003115;IPR036086;	TIGR04285;TIGR00180;	ParB family	PTHR33375;PTHR33375:SF8;
Q631K0	reviewed	WHIA_BACCZ	Probable cell division protein WhiA	whiA BCE33L4846	Bacillus cereus (strain ZK / E33L)	316		10.1128/jb.188.9.3382-3390.2006		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q635W3	reviewed	TGL_BACCZ	Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)	tgl BCE33L3723	Bacillus cereus (strain ZK / E33L)	276		10.1128/jb.188.9.3382-3390.2006		2.0	Acyltransferase;Sporulation;Transferase	KW-0012; KW-0749; KW-0808	PF20085;		IPR020916;		Bacillus TGase family	
Q63BQ9	reviewed	RACA_BACCZ	Chromosome-anchoring protein RacA	racA BCE33L2067	Bacillus cereus (strain ZK / E33L)	180		10.1128/jb.188.9.3382-3390.2006		2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-0749			IPR023522;		RacA family	
Q63EV6	reviewed	HPR_BACCZ	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BCE33L0955	Bacillus cereus (strain ZK / E33L)	185		10.1128/jb.188.9.3382-3390.2006		2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805	PF01047;		IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;			PTHR33164:SF58;PTHR33164;
Q63G33	reviewed	SSPH_BACCZ	Small, acid-soluble spore protein H (SASP H)	sspH BCE33L0523	Bacillus cereus (strain ZK / E33L)	59		10.1128/jb.188.9.3382-3390.2006		2.0	Sporulation	KW-0749	PF08141;		IPR012610;	TIGR02861;	SspH family	
Q63HI5	reviewed	SP5G_BACCZ	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BCE33L0043	Bacillus cereus (strain ZK / E33L)	97		10.1128/jb.188.9.3382-3390.2006		2.0	Cell cycle;Cell division;Septation;Sporulation	KW-0131; KW-0132; KW-0717; KW-0749	PF04026;		IPR007170;IPR036751;		SpoVG family	PTHR38429;PTHR38429:SF1;
Q65CN4	reviewed	NOC_BACLD	Nucleoid occlusion protein (Noc)	noc BLi04372 BL00107	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	283		10.1159/000079829; 10.1186/gb-2004-5-10-r77		2.0	Cell cycle;Cell division;Cytoplasm;DNA-binding;Reference proteome;Septation	KW-0131; KW-0132; KW-0963; KW-0238; KW-1185; KW-0717	PF17762;PF02195;	cd16393;	IPR050336;IPR041468;IPR023705;IPR004437;IPR003115;IPR036086;	TIGR04285;TIGR00180;	ParB family	PTHR33375;PTHR33375:SF8;
Q65EH2	reviewed	WHIA_BACLD	Probable cell division protein WhiA	whiA BLi03723 BL03420	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	316		10.1159/000079829; 10.1186/gb-2004-5-10-r77		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q65FN2	reviewed	TGL_BACLD	Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)	tgl BLi03298 BL02523	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	245		10.1159/000079829; 10.1186/gb-2004-5-10-r77		2.0	Acyltransferase;Reference proteome;Sporulation;Transferase	KW-0012; KW-1185; KW-0749; KW-0808	PF20085;		IPR020916;		Bacillus TGase family	
Q65GP2	reviewed	SSPH_BACLD	Small, acid-soluble spore protein H (SASP H)	sspH BLi02904 BL01146	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	59		10.1159/000079829; 10.1186/gb-2004-5-10-r77		2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08141;		IPR012610;	TIGR02861;	SspH family	
Q65J23	reviewed	TLP_BACLD	Small, acid-soluble spore protein Tlp	tlp BLi02051 BL02944	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	78		10.1159/000079829; 10.1186/gb-2004-5-10-r77		2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF19824;		IPR017524;	TIGR03090;	Tlp family	
Q65J24	reviewed	SSPN_BACLD	Small, acid-soluble spore protein N (SASP N)	sspN BLi02050 BL02943	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	47		10.1159/000079829; 10.1186/gb-2004-5-10-r77		2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08177;		IPR012612;		SspN family	
Q65J28	reviewed	SSPO_BACLD	Small, acid-soluble spore protein O (SASP O)	sspO BLi02046 BL05191	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	48		10.1159/000079829; 10.1186/gb-2004-5-10-r77		2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08175;		IPR012613;	TIGR02864;	SspO family	
Q65J29	reviewed	SSPP_BACLD	Small, acid-soluble spore protein P (SASP P)	sspP BLi02045 BL05190	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	48		10.1159/000079829; 10.1186/gb-2004-5-10-r77		2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08179;		IPR012614;		SspP family	
Q65LS8	reviewed	HPR_BACLD	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BLi01078 BL02906	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	206		10.1159/000079829; 10.1186/gb-2004-5-10-r77		2.0	DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-1185; KW-0678; KW-0749; KW-0804; KW-0805	PF01047;		IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;			PTHR33164:SF58;PTHR33164;
Q65MA1	reviewed	SSPK_BACLD	Small, acid-soluble spore protein K (SASP K)	sspK BLi00879 BL05073	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	49		10.1159/000079829; 10.1186/gb-2004-5-10-r77		2.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08176;		IPR012611;	TIGR03091;	SspK family	
Q65NA4	reviewed	LIPC_BACLD	Spore germination lipase LipC (EC 3.-.-.-)	lipC ycsK BLi00504 BL02812	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	212		10.1159/000079829; 10.1186/gb-2004-5-10-r77		2.0	3D-structure;Hydrolase;Reference proteome;Sporulation	KW-0002; KW-0378; KW-1185; KW-0749	PF13472;		IPR051532;IPR013830;IPR036514;		'GDSL' lipolytic enzyme family	PTHR30383:SF27;PTHR30383;
Q65PH2	reviewed	SP5G_BACLD	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BLi00062 BL00521	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	97		10.1159/000079829; 10.1186/gb-2004-5-10-r77		2.0	Cell cycle;Cell division;Reference proteome;Septation;Sporulation	KW-0131; KW-0132; KW-1185; KW-0717; KW-0749	PF04026;		IPR007170;IPR036751;		SpoVG family	PTHR38429;PTHR38429:SF1;
Q67JC7	reviewed	SP5G_SYMTH	Putative septation protein SpoVG	spoVG STH3241	Symbiobacterium thermophilum (strain DSM 24528 / JCM 14929 / IAM 14863 / T)	140		10.1093/nar/gkh830		2.0	Cell cycle;Cell division;Reference proteome;Septation	KW-0131; KW-0132; KW-1185; KW-0717	PF04026;		IPR007170;IPR036751;		SpoVG family	PTHR38429;PTHR38429:SF1;
Q67T19	reviewed	WHIA_SYMTH	Probable cell division protein WhiA	whiA STH189	Symbiobacterium thermophilum (strain DSM 24528 / JCM 14929 / IAM 14863 / T)	314		10.1093/nar/gkh830		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR004042;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q6A9J5	reviewed	WHIA_CUTAK	Probable cell division protein WhiA	whiA PPA0815	Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes)	329		10.1126/science.1100330		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q6AF47	reviewed	WHIA_LEIXX	Probable cell division protein WhiA	whiA Lxx11500	Leifsonia xyli subsp. xyli (strain CTCB07)	326		10.1094/mpmi.2004.17.8.827		2.0	Cell cycle;Cell division;DNA-binding;Reference proteome	KW-0131; KW-0132; KW-0238; KW-1185	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q6G7R8	reviewed	AGRA_STAAS	Accessory gene regulator protein A	agrA SAS1944	Staphylococcus aureus (strain MSSA476)	238		10.1073/pnas.0402521101		2.0	Activator;Cytoplasm;DNA-binding;Phosphoprotein;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0963; KW-0238; KW-0597; KW-0804; KW-0805; KW-0902	PF04397;PF00072;	cd17533;	IPR011006;IPR046947;IPR007492;IPR001789;			PTHR37299:SF3;PTHR37299;
Q6GB63	reviewed	WHIA_STAAS	Probable cell division protein WhiA	whiA SAS0732	Staphylococcus aureus (strain MSSA476)	314		10.1073/pnas.0402521101		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q6GCD7	reviewed	MEPA_STAAS	Multidrug export protein MepA	mepA SAS0311	Staphylococcus aureus (strain MSSA476)	451		10.1073/pnas.0402521101		2.0	Antibiotic resistance;Cell membrane;Membrane;Transmembrane;Transmembrane helix;Transport	KW-0046; KW-1003; KW-0472; KW-0812; KW-1133; KW-0813	PF01554;	cd13143;	IPR002528;IPR045070;IPR051327;IPR048279;	TIGR00797;	Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family, MepA subfamily	PTHR43823:SF3;PTHR43823;
Q6GCI5	reviewed	ESSC_STAAS	Type VII secretion system protein EssC	essC SAS0263	Staphylococcus aureus (strain MSSA476)	1479		10.1073/pnas.0402521101		2.0	ATP-binding;Cell membrane;Membrane;Nucleotide-binding;Repeat;Transmembrane;Transmembrane helix;Virulence	KW-0067; KW-1003; KW-0472; KW-0547; KW-0677; KW-0812; KW-1133; KW-0843	PF01580;PF12538;	cd01127;	IPR023839;IPR022206;IPR050206;IPR002543;IPR027417;IPR008984;	TIGR03928;	EssC family	PTHR22683:SF41;PTHR22683;
Q6GCL1	reviewed	LYTR_STAAS	Transcriptional regulatory protein LytR (Sensory transduction protein LytR)	lytR SAS0238	Staphylococcus aureus (strain MSSA476)	246		10.1073/pnas.0402521101		2.0	Cytoplasm;DNA-binding;Phosphoprotein;Transcription;Transcription regulation;Two-component regulatory system	KW-0963; KW-0238; KW-0597; KW-0804; KW-0805; KW-0902	PF04397;PF00072;	cd17532;	IPR011006;IPR046947;IPR007492;IPR001789;			PTHR37299:SF1;PTHR37299;
Q6GF33	reviewed	AGRA_STAAR	Accessory gene regulator protein A	agrA SAR2126	Staphylococcus aureus (strain MRSA252)	238		10.1073/pnas.0402521101		2.0	Activator;Cytoplasm;DNA-binding;Phosphoprotein;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0963; KW-0238; KW-0597; KW-0804; KW-0805; KW-0902	PF04397;PF00072;	cd17533;	IPR011006;IPR046947;IPR007492;IPR001789;			PTHR37299:SF3;PTHR37299;
Q6GIM4	reviewed	WHIA_STAAR	Probable cell division protein WhiA	whiA SAR0822	Staphylococcus aureus (strain MRSA252)	314		10.1073/pnas.0402521101		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q6GJY2	reviewed	MEPA_STAAR	Multidrug export protein MepA	mepA SAR0331	Staphylococcus aureus (strain MRSA252)	451		10.1073/pnas.0402521101		2.0	Antibiotic resistance;Cell membrane;Membrane;Transmembrane;Transmembrane helix;Transport	KW-0046; KW-1003; KW-0472; KW-0812; KW-1133; KW-0813	PF01554;	cd13143;	IPR002528;IPR045070;IPR051327;IPR048279;	TIGR00797;	Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family, MepA subfamily	PTHR43823:SF3;PTHR43823;
Q6GK24	reviewed	ESSC_STAAR	Type VII secretion system protein EssC	essC SAR0284	Staphylococcus aureus (strain MRSA252)	1482		10.1073/pnas.0402521101		2.0	ATP-binding;Cell membrane;Membrane;Nucleotide-binding;Repeat;Transmembrane;Transmembrane helix;Virulence	KW-0067; KW-1003; KW-0472; KW-0547; KW-0677; KW-0812; KW-1133; KW-0843	PF01580;PF12538;	cd01127;	IPR023839;IPR022206;IPR050206;IPR002543;IPR027417;IPR008984;	TIGR03928;	EssC family	PTHR22683;PTHR22683:SF1;
Q6GK51	reviewed	LYTR_STAAR	Transcriptional regulatory protein LytR (Sensory transduction protein LytR)	lytR SAR0258	Staphylococcus aureus (strain MRSA252)	246		10.1073/pnas.0402521101		2.0	Cytoplasm;DNA-binding;Phosphoprotein;Transcription;Transcription regulation;Two-component regulatory system	KW-0963; KW-0238; KW-0597; KW-0804; KW-0805; KW-0902	PF04397;PF00072;	cd17532;	IPR011006;IPR046947;IPR007492;IPR001789;			PTHR37299:SF1;PTHR37299;
Q6HAF5	reviewed	NOC_BACHK	Nucleoid occlusion protein (Noc)	noc BT9727_5162	Bacillus thuringiensis subsp. konkukian (strain 97-27)	290		10.1128/jb.188.9.3382-3390.2006		2.0	Cell cycle;Cell division;Cytoplasm;DNA-binding;Septation	KW-0131; KW-0132; KW-0963; KW-0238; KW-0717	PF17762;PF02195;	cd16393;	IPR050336;IPR041468;IPR023705;IPR004437;IPR003115;IPR036086;	TIGR04285;TIGR00180;	ParB family	PTHR33375;PTHR33375:SF8;
Q6HBD6	reviewed	WHIA_BACHK	Probable cell division protein WhiA	whiA BT9727_4831	Bacillus thuringiensis subsp. konkukian (strain 97-27)	316		10.1128/jb.188.9.3382-3390.2006		2.0	Cell cycle;Cell division;DNA-binding	KW-0131; KW-0132; KW-0238	PF02650;PF14527;PF10298;		IPR027434;IPR018478;IPR003802;IPR023054;IPR039518;	TIGR00647;	WhiA family	PTHR37307;PTHR37307:SF1;
Q6HEJ9	reviewed	TGL_BACHK	Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)	tgl BT9727_3708	Bacillus thuringiensis subsp. konkukian (strain 97-27)	276		10.1128/jb.188.9.3382-3390.2006		2.0	Acyltransferase;Sporulation;Transferase	KW-0012; KW-0749; KW-0808	PF20085;		IPR020916;		Bacillus TGase family	
Q6HJ78	reviewed	RACA_BACHK	Chromosome-anchoring protein RacA	racA BT9727_2071	Bacillus thuringiensis subsp. konkukian (strain 97-27)	180		10.1128/jb.188.9.3382-3390.2006		2.0	Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation	KW-0131; KW-0132; KW-0159; KW-0175; KW-0963; KW-0238; KW-0749			IPR023522;		RacA family	
Q6HMB8	reviewed	HPR_BACHK	HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr BT9727_0964	Bacillus thuringiensis subsp. konkukian (strain 97-27)	185		10.1128/jb.188.9.3382-3390.2006		2.0	DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0749; KW-0804; KW-0805	PF01047;		IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;			PTHR33164:SF58;PTHR33164;
